trackName,artistName,album,duration
Tongue Tied,Grouplove,,218.013
Come As You Are,Nirvana,,219.026
Fortunate Son,Creedence Clearwater Revival,,138.053
Simple Man,Lynyrd Skynyrd,,356.96
Smells Like Teen Spirit,Nirvana,,300.826
2 Sides Of Me,Hinder,,204.6
Put That Record On,Hinder,,218.666
Red Tail Lights,Hinder,,228.32
Waking Up The Devil,Hinder,,251.786
Everybody's Wrong,Hinder,,221.32
Fat Bottomed Girls - Remastered 2011,Queen,,255.6
Paralyzer,Finger Eleven,,208.106
Hollywood Whore,Papa Roach,,234.493
About A Girl - Remastered,Nirvana,,168.16
45,Shinedown,,250.093
Keep Your Hands to Yourself,The Georgia Satellites,,205
Signs,Five Man Electrical Band,,241.693
Open Your Eyes,Guano Apes,,186.706
Headstrong,Trapt,,285.569
Chasing Cars,Snow Patrol,,267.933
Nothin' But A Good Time - Remastered 2006,Poison,,223.666
300 Violin Orchestra,Jorge Quintero,,178.025
Cat Scratch Fever,Ted Nugent,,219.4
Lonely Is The Night,Billy Squier,,282
(I'm Gonna) Party Like a Rockstar (Party Version),JTX,,198.293
Seven Day Weekend,JTX,,195.173
Love in America (Radio Edit),JTX,,216.123
Talk Dirty To Me,Poison,,224.96
Mr. Blue Sky,Electric Light Orchestra,,303.373
Get Stoned,Hinder,,214.746
Hey Ho,Hinder,,213.893
The Life,Hinder,,217.186
Striptease,Hinder,,209.066
Last Kiss Goodbye,Hinder,,228.786
Until It's Gone,Linkin Park,,233.24
Jack & Diane,John Mellencamp,,256.093
...To Be Loved,Papa Roach,,182.12
Erasus,Subkulture,,254.666
Attack,Thirty Seconds To Mars,,188.186
Be Like That,3 Doors Down,,265.906
Waiting for Superman,Daughtry,,266.64
Over You,Daughtry,,204.853
It's Not Over,Daughtry,,215.026
Fall For You,Secondhand Serenade,,185.6
I'm Just A Kid,Simple Plan,,198.333
Champagne Supernova,Oasis,,449.333
Memories,Weezer,,194.306
I'd Do Anything for Love (But I Won't Do That) - Radio Edit,Meat Loaf,,321.973
What Ya Gonna Do,Hinder,,246.906
The Best is Yet to Come,Hinder,,202.733
The Freshmen,The Verve Pipe,,269.466
The Distance,CAKE,,179.653
Free Bird,Lynyrd Skynyrd,,550.066
Hotel California - 2013 Remaster,Eagles,,391.376
The Break Up Song,American Hi-Fi,,173.906
Your Love Is a Lie,Simple Plan,,221.96
Crazy B*tch,Buckcherry,,202.733
Break Stuff,Limp Bizkit,,166.653
You Give Love A Bad Name,Bon Jovi,,223.146
No Surprise,Daughtry,,249.92
Halfway Gone,Lifehouse,,195.306
Hold On Loosely,38 Special,,279.893
Good Riddance (Time of Your Life),Green Day,,153.466
Thnks fr th Mmrs,Fall Out Boy,,208.253
The Middle,Jimmy Eat World,,168.253
Peace,Paul Kelly,,256.626
Broken,Seether,,258.516
I Need Some Sleep,Eels,,148.186
We Belong,Pat Benatar,,221.133
Sharp Dressed Man,ZZ Top,,251.946
Gimme All Your Lovin',ZZ Top,,239.986
Every Rose Has Its Thorn - Remastered 2003,Poison,,260.16
Next Contestant,Nickelback,,214.706
Pinch Me,Barenaked Ladies,,285.16
Pretty Fly (For a White Guy),The Offspring,,188.106
Why Don't You & I,Santana,,274.24
Rise Up,Saliva,,188.224
Scotty Doesn't Know,Lustra,,175.2
Tribute,Tenacious D,,248.053
Fuck Her Gently,Tenacious D,,123.666
Send Me On My Way,Rusted Root,,261.706
Stacy's Mom,Fountains Of Wayne,,197.986
Jessie's Girl,Rick Springfield,,194.533
I'll Be,Edwin McCain,,266.533
Heart-Shaped Box,Nirvana,,281.16
Rape Me,Nirvana,,170
Chalk Outline,Three Days Grace,,181.986
Sorry,Buckcherry,,226.146
Boom,P.O.D.,,190.76
Enter Sandman,Metallica,,331.573
The Joker,Steve Miller Band,,269.693
Porn Star Dancing,My Darkest Days,,199.013
Wild Thing,The Troggs,,154.96
Sweet Child O' Mine,Guns N' Roses,,355.266
Mississippi Queen,Mountain,,147.826
American Pie,Don McLean,,515.866
Pour Some Sugar On Me (2012),Def Leppard,,261.532
China Grove,The Doobie Brothers,,195.306
Paradise City,Guns N' Roses,,406.2
We Will Rock You - Remastered 2011,Queen,,122.066
Welcome To The Jungle,Guns N' Roses,,271.866
Knockin' On Heaven's Door,Bob Dylan,,149.933
"Come On, Come On",Smash Mouth,,152.44
All Star,Smash Mouth,,200.373
Let's Get It On,Marvin Gaye,,290.96
Better Days (And the Bottom Drops Out),Citizen King,,207.026
All Summer Long,Kid Rock,,296.96
Panama,Van Halen,,212.64
1985,Bowling For Soup,,193
Don't You (Forget About Me),Simple Minds,,260.866
For Those About To Rock (We Salute You),AC/DC,For Those About To Rock We Salute You,343.719
Balls to the Wall,Accept,Balls to the Wall,342.562
Fast As a Shark,Accept,Restless and Wild,230.619
Restless and Wild,Accept,Restless and Wild,252.051
Princess of the Dawn,Accept,Restless and Wild,375.418
Put The Finger On You,AC/DC,For Those About To Rock We Salute You,205.662
Let's Get It Up,AC/DC,For Those About To Rock We Salute You,233.926
Inject The Venom,AC/DC,For Those About To Rock We Salute You,210.834
Snowballed,AC/DC,For Those About To Rock We Salute You,203.102
Evil Walks,AC/DC,For Those About To Rock We Salute You,263.497
C.O.D.,AC/DC,For Those About To Rock We Salute You,199.836
Breaking The Rules,AC/DC,For Those About To Rock We Salute You,263.288
Night Of The Long Knives,AC/DC,For Those About To Rock We Salute You,205.688
Spellbound,AC/DC,For Those About To Rock We Salute You,270.863
Go Down,AC/DC,Let There Be Rock,331.18
Dog Eat Dog,AC/DC,Let There Be Rock,215.196
Let There Be Rock,AC/DC,Let There Be Rock,366.654
Bad Boy Boogie,AC/DC,Let There Be Rock,267.728
Problem Child,AC/DC,Let There Be Rock,325.041
Overdose,AC/DC,Let There Be Rock,369.319
Hell Ain't A Bad Place To Be,AC/DC,Let There Be Rock,254.38
Whole Lotta Rosie,AC/DC,Let There Be Rock,323.761
Walk On Water,Aerosmith,Big Ones,295.68
Love In An Elevator,Aerosmith,Big Ones,321.828
Rag Doll,Aerosmith,Big Ones,264.698
What It Takes,Aerosmith,Big Ones,310.622
Dude (Looks Like A Lady),Aerosmith,Big Ones,264.855
Janie's Got A Gun,Aerosmith,Big Ones,330.736
Cryin',Aerosmith,Big Ones,309.263
Amazing,Aerosmith,Big Ones,356.519
Blind Man,Aerosmith,Big Ones,240.718
Deuces Are Wild,Aerosmith,Big Ones,215.875
The Other Side,Aerosmith,Big Ones,244.375
Crazy,Aerosmith,Big Ones,316.656
Eat The Rich,Aerosmith,Big Ones,251.036
Angel,Aerosmith,Big Ones,307.617
Livin' On The Edge,Aerosmith,Big Ones,381.231
All I Really Want,Alanis Morissette,Jagged Little Pill,284.891
You Oughta Know,Alanis Morissette,Jagged Little Pill,249.234
Perfect,Alanis Morissette,Jagged Little Pill,188.133
Hand In My Pocket,Alanis Morissette,Jagged Little Pill,221.57
Right Through You,Alanis Morissette,Jagged Little Pill,176.117
Forgiven,Alanis Morissette,Jagged Little Pill,300.355
You Learn,Alanis Morissette,Jagged Little Pill,239.699
Head Over Feet,Alanis Morissette,Jagged Little Pill,267.493
Mary Jane,Alanis Morissette,Jagged Little Pill,280.607
Ironic,Alanis Morissette,Jagged Little Pill,229.825
Not The Doctor,Alanis Morissette,Jagged Little Pill,227.631
Wake Up,Alanis Morissette,Jagged Little Pill,293.485
You Oughta Know (Alternate),Alanis Morissette,Jagged Little Pill,491.885
We Die Young,Alice In Chains,Facelift,152.084
Man In The Box,Alice In Chains,Facelift,286.641
Sea Of Sorrow,Alice In Chains,Facelift,349.831
Bleed The Freak,Alice In Chains,Facelift,241.946
I Can't Remember,Alice In Chains,Facelift,222.955
"Love, Hate, Love",Alice In Chains,Facelift,387.134
It Ain't Like That,Alice In Chains,Facelift,277.577
Sunshine,Alice In Chains,Facelift,284.969
Put You Down,Alice In Chains,Facelift,196.231
Confusion,Alice In Chains,Facelift,344.163
I Know Somethin (Bout You),Alice In Chains,Facelift,261.955
Real Thing,Alice In Chains,Facelift,243.879
Desafinado,Antônio Carlos Jobim,Warner 25 Anos,185.338
Garota De Ipanema,Antônio Carlos Jobim,Warner 25 Anos,285.048
Samba De Uma Nota Só (One Note Samba),Antônio Carlos Jobim,Warner 25 Anos,137.273
Por Causa De Você,Antônio Carlos Jobim,Warner 25 Anos,169.9
Ligia,Antônio Carlos Jobim,Warner 25 Anos,251.977
Fotografia,Antônio Carlos Jobim,Warner 25 Anos,129.227
Dindi (Dindi),Antônio Carlos Jobim,Warner 25 Anos,253.178
Se Todos Fossem Iguais A Você (Instrumental),Antônio Carlos Jobim,Warner 25 Anos,134.948
Falando De Amor,Antônio Carlos Jobim,Warner 25 Anos,219.663
Angela,Antônio Carlos Jobim,Warner 25 Anos,169.508
Corcovado (Quiet Nights Of Quiet Stars),Antônio Carlos Jobim,Warner 25 Anos,205.662
Outra Vez,Antônio Carlos Jobim,Warner 25 Anos,126.511
O Boto (Bôto),Antônio Carlos Jobim,Warner 25 Anos,366.837
"Canta, Canta Mais",Antônio Carlos Jobim,Warner 25 Anos,271.856
Enter Sandman,Apocalyptica,Plays Metallica By Four Cellos,221.701
Master Of Puppets,Apocalyptica,Plays Metallica By Four Cellos,436.453
Harvester Of Sorrow,Apocalyptica,Plays Metallica By Four Cellos,374.543
The Unforgiven,Apocalyptica,Plays Metallica By Four Cellos,322.925
Sad But True,Apocalyptica,Plays Metallica By Four Cellos,288.208
Creeping Death,Apocalyptica,Plays Metallica By Four Cellos,308.035
Wherever I May Roam,Apocalyptica,Plays Metallica By Four Cellos,369.345
Welcome Home (Sanitarium),Apocalyptica,Plays Metallica By Four Cellos,350.197
Cochise,Audioslave,Audioslave,222.38
Show Me How to Live,Audioslave,Audioslave,277.89
Gasoline,Audioslave,Audioslave,279.457
What You Are,Audioslave,Audioslave,249.391
Like a Stone,Audioslave,Audioslave,294.034
Set It Off,Audioslave,Audioslave,263.262
Shadow on the Sun,Audioslave,Audioslave,343.457
I am the Highway,Audioslave,Audioslave,334.942
Exploder,Audioslave,Audioslave,206.053
Hypnotize,Audioslave,Audioslave,206.628
Bring'em Back Alive,Audioslave,Audioslave,329.534
Light My Way,Audioslave,Audioslave,303.595
Getaway Car,Audioslave,Audioslave,299.598
The Last Remaining Light,Audioslave,Audioslave,317.492
Your Time Has Come,Audioslave,Out Of Exile,255.529
Out Of Exile,Audioslave,Out Of Exile,291.291
Be Yourself,Audioslave,Out Of Exile,279.484
Doesn't Remind Me,Audioslave,Out Of Exile,255.869
Drown Me Slowly,Audioslave,Out Of Exile,233.691
Heaven's Dead,Audioslave,Out Of Exile,276.688
The Worm,Audioslave,Out Of Exile,237.714
Man Or Animal,Audioslave,Out Of Exile,233.195
Yesterday To Tomorrow,Audioslave,Out Of Exile,273.763
Dandelion,Audioslave,Out Of Exile,278.125
#1 Zero,Audioslave,Out Of Exile,299.102
The Curse,Audioslave,Out Of Exile,309.786
Money,BackBeat,BackBeat Soundtrack,147.591
Long Tall Sally,BackBeat,BackBeat Soundtrack,106.396
Bad Boy,BackBeat,BackBeat Soundtrack,116.088
Twist And Shout,BackBeat,BackBeat Soundtrack,161.123
Please Mr. Postman,BackBeat,BackBeat Soundtrack,137.639
C'Mon Everybody,BackBeat,BackBeat Soundtrack,140.199
Rock 'N' Roll Music,BackBeat,BackBeat Soundtrack,141.923
Slow Down,BackBeat,BackBeat Soundtrack,163.265
Roadrunner,BackBeat,BackBeat Soundtrack,143.595
Carol,BackBeat,BackBeat Soundtrack,143.83
Good Golly Miss Molly,BackBeat,BackBeat Soundtrack,106.266
20 Flight Rock,BackBeat,BackBeat Soundtrack,107.807
Quadrant,Billy Cobham,The Best Of Billy Cobham,261.851
Snoopy's search-Red baron,Billy Cobham,The Best Of Billy Cobham,456.071
"Spanish moss-""A sound portrait""-Spanish moss",Billy Cobham,The Best Of Billy Cobham,248.084
Moon germs,Billy Cobham,The Best Of Billy Cobham,294.06
Stratus,Billy Cobham,The Best Of Billy Cobham,582.086
The pleasant pheasant,Billy Cobham,The Best Of Billy Cobham,318.066
Solo-Panhandler,Billy Cobham,The Best Of Billy Cobham,246.151
Do what cha wanna,Billy Cobham,The Best Of Billy Cobham,274.155
Intro/ Low Down,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],323.683
13 Years Of Grief,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],246.987
Stronger Than Death,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],300.747
All For You,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],235.833
Super Terrorizer,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],319.373
Phoney Smile Fake Hellos,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],273.606
Lost My Better Half,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],284.081
Bored To Tears,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],247.327
A.N.D.R.O.T.A.Z.,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],266.266
Born To Booze,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],282.122
World Of Trouble,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],359.157
No More Tears,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],555.075
The Begining... At Last,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 1],365.662
Heart Of Gold,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],194.873
Snowblind,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],420.022
Like A Bird,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],276.532
Blood In The Wall,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],284.368
The Beginning...At Last,Black Label Society,Alcohol Fueled Brewtality Live! [Disc 2],271.96
Black Sabbath,Black Sabbath,Black Sabbath,382.066
The Wizard,Black Sabbath,Black Sabbath,264.829
Behind The Wall Of Sleep,Black Sabbath,Black Sabbath,217.573
N.I.B.,Black Sabbath,Black Sabbath,368.77
Evil Woman,Black Sabbath,Black Sabbath,204.93
Warning,Black Sabbath,Black Sabbath,212.062
Wheels Of Confusion / The Straightener,Black Sabbath,Black Sabbath Vol. 4 (Remaster),494.524
Tomorrow's Dream,Black Sabbath,Black Sabbath Vol. 4 (Remaster),192.496
Changes,Black Sabbath,Black Sabbath Vol. 4 (Remaster),286.275
FX,Black Sabbath,Black Sabbath Vol. 4 (Remaster),103.157
Supernaut,Black Sabbath,Black Sabbath Vol. 4 (Remaster),285.779
Snowblind,Black Sabbath,Black Sabbath Vol. 4 (Remaster),331.676
Cornucopia,Black Sabbath,Black Sabbath Vol. 4 (Remaster),234.814
Laguna Sunrise,Black Sabbath,Black Sabbath Vol. 4 (Remaster),173.087
St. Vitus Dance,Black Sabbath,Black Sabbath Vol. 4 (Remaster),149.655
Under The Sun/Every Day Comes and Goes,Black Sabbath,Black Sabbath Vol. 4 (Remaster),350.458
Body Count's In The House,Body Count,Body Count,204.251
Body Count,Body Count,Body Count,317.936
Bowels Of The Devil,Body Count,Body Count,223.216
KKK Bitch,Body Count,Body Count,173.008
D Note,Body Count,Body Count,95.738
Voodoo,Body Count,Body Count,300.721
The Winner Loses,Body Count,Body Count,392.254
There Goes The Neighborhood,Body Count,Body Count,350.171
Evil Dick,Body Count,Body Count,239.02
Body Count Anthem,Body Count,Body Count,166.426
Momma's Gotta Die Tonight,Body Count,Body Count,371.539
Freedom Of Speech,Body Count,Body Count,281.234
King In Crimson,Bruce Dickinson,Chemical Wedding,283.167
Chemical Wedding,Bruce Dickinson,Chemical Wedding,246.177
The Tower,Bruce Dickinson,Chemical Wedding,285.257
Killing Floor,Bruce Dickinson,Chemical Wedding,269.557
Book Of Thel,Bruce Dickinson,Chemical Wedding,494.393
Gates Of Urizen,Bruce Dickinson,Chemical Wedding,265.351
Jerusalem,Bruce Dickinson,Chemical Wedding,402.39
Trupets Of Jericho,Bruce Dickinson,Chemical Wedding,359.131
Machine Men,Bruce Dickinson,Chemical Wedding,341.655
The Alchemist,Bruce Dickinson,Chemical Wedding,509.413
Realword,Bruce Dickinson,Chemical Wedding,237.531
First Time I Met The Blues,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,140.434
Let Me Love You Baby,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,175.386
Stone Crazy,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,433.397
Pretty Baby,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,237.662
When My Left Eye Jumps,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,235.311
Leave My Girl Alone,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,204.721
She Suits Me To A Tee,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,136.803
Keep It To Myself (Aka Keep It To Yourself),Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,166.06
My Time After Awhile,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,182.491
Too Many Ways (Alternate),Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,135.053
Talkin' 'Bout Women Obviously,Buddy Guy,The Best Of Buddy Guy - The Millenium Collection,589.531
Jorge Da Capadócia,Caetano Veloso,Prenda Minha,177.397
Prenda Minha,Caetano Veloso,Prenda Minha,99.369
Meditação,Caetano Veloso,Prenda Minha,148.793
Terra,Caetano Veloso,Prenda Minha,482.429
Eclipse Oculto,Caetano Veloso,Prenda Minha,221.936
"Texto ""Verdade Tropical""",Caetano Veloso,Prenda Minha,84.088
Bem Devagar,Caetano Veloso,Prenda Minha,133.172
Drão,Caetano Veloso,Prenda Minha,156.264
Saudosismo,Caetano Veloso,Prenda Minha,144.326
Carolina,Caetano Veloso,Prenda Minha,181.812
Sozinho,Caetano Veloso,Prenda Minha,190.589
Esse Cara,Caetano Veloso,Prenda Minha,223.111
Mel,Caetano Veloso,Prenda Minha,294.765
Linha Do Equador,Caetano Veloso,Prenda Minha,299.337
Odara,Caetano Veloso,Prenda Minha,141.27
A Luz De Tieta,Caetano Veloso,Prenda Minha,251.742
Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,Caetano Veloso,Prenda Minha,307.252
Vida Boa,Caetano Veloso,Prenda Minha,281.73
Sozinho (Hitmakers Classic Mix),Caetano Veloso,Sozinho Remix Ao Vivo,436.636
Sozinho (Hitmakers Classic Radio Edit),Caetano Veloso,Sozinho Remix Ao Vivo,195.004
Sozinho (Caêdrum 'n' Bass),Caetano Veloso,Sozinho Remix Ao Vivo,328.071
Carolina,Chico Buarque,Minha Historia,163.056
Essa Moça Ta Diferente,Chico Buarque,Minha Historia,167.235
Vai Passar,Chico Buarque,Minha Historia,369.763
Samba De Orly,Chico Buarque,Minha Historia,162.429
"Bye, Bye Brasil",Chico Buarque,Minha Historia,283.402
Atras Da Porta,Chico Buarque,Minha Historia,189.675
Tatuagem,Chico Buarque,Minha Historia,172.12
O Que Será (À Flor Da Terra),Chico Buarque,Minha Historia,167.288
Morena De Angola,Chico Buarque,Minha Historia,186.801
Apesar De Você,Chico Buarque,Minha Historia,234.501
A Banda,Chico Buarque,Minha Historia,132.493
Minha Historia,Chico Buarque,Minha Historia,182.256
Com Açúcar E Com Afeto,Chico Buarque,Minha Historia,175.386
Brejo Da Cruz,Chico Buarque,Minha Historia,214.099
Meu Caro Amigo,Chico Buarque,Minha Historia,260.257
Geni E O Zepelim,Chico Buarque,Minha Historia,317.57
Trocando Em Miúdos,Chico Buarque,Minha Historia,169.717
Vai Trabalhar Vagabundo,Chico Buarque,Minha Historia,139.154
Gota D'água,Chico Buarque,Minha Historia,153.208
Construção / Deus Lhe Pague,Chico Buarque,Minha Historia,383.059
O Cidadão Do Mundo,Chico Science & Nação Zumbi,Afrociberdelia,200.933
Etnia,Chico Science & Nação Zumbi,Afrociberdelia,152.555
Quilombo Groove [Instrumental],Chico Science & Nação Zumbi,Afrociberdelia,151.823
Macô,Chico Science & Nação Zumbi,Afrociberdelia,249.6
Um Passeio No Mundo Livre,Chico Science & Nação Zumbi,Afrociberdelia,240.091
Samba Do Lado,Chico Science & Nação Zumbi,Afrociberdelia,227.317
Maracatu Atômico,Chico Science & Nação Zumbi,Afrociberdelia,284.264
O Encontro De Isaac Asimov Com Santos Dumont No Céu,Chico Science & Nação Zumbi,Afrociberdelia,99.108
Corpo De Lama,Chico Science & Nação Zumbi,Afrociberdelia,232.672
Sobremesa,Chico Science & Nação Zumbi,Afrociberdelia,240.091
Manguetown,Chico Science & Nação Zumbi,Afrociberdelia,194.56
Um Satélite Na Cabeça,Chico Science & Nação Zumbi,Afrociberdelia,126.615
Baião Ambiental [Instrumental],Chico Science & Nação Zumbi,Afrociberdelia,152.659
Sangue De Bairro,Chico Science & Nação Zumbi,Afrociberdelia,132.231
Enquanto O Mundo Explode,Chico Science & Nação Zumbi,Afrociberdelia,88.764
Interlude Zumbi,Chico Science & Nação Zumbi,Afrociberdelia,71.627
Criança De Domingo,Chico Science & Nação Zumbi,Afrociberdelia,208.222
Amor De Muito,Chico Science & Nação Zumbi,Afrociberdelia,175.333
Samidarish [Instrumental],Chico Science & Nação Zumbi,Afrociberdelia,272.431
